1
2.19
6.3
13
14.1
16.1
16.2
43
464.2
519
19603
20000
42401
42402
42403
42404
42405
42406
42407
42409
42410
42411
42421
42430
42430
42430
42431
42431
42431
42432
42432
42433
42433
42434
42434
42435
42435
42436
42436
42437
42437
42438
42438
42439
42440
42461
42461
42462
42463
42463
42491
42537
42614
42614
42615
42615
42616
42616
42617
42617
42618
42619
42620
42621
42622
42623
42624
42625
42626
42627
42628
42640
42644
42645
42645
42646
42646
42647
42647
42649
42650
42650
42652
42654
42654
42675
42676
42705
42706
(FM-3)
(IV)-44
0610011B16Rik
0610037N12Rik
0710008D09Rik
1/2-SBSRNA4
101F10.1
101F6
105A
105B
10C
10-fTHF
10-FTHFDH
10q23del
1110001C14Rik
1110008L20Rik
1110019O13Rik
1110035O14Rik
1110046B12Rik
1110054L24Rik
1-12P
1-14P
1-17P
1190004M21Rik
11B6
11-beta-HSD1
11-beta-HSD3
11-DH
11-DH3
1200006M05Rik
123F2
12CC4
12-HETER
12-LOX
12R-LOX
12S
12S-LOX
133K02
13CDNA73
13K18
14-3-3
14-3-3E
14-3-3GAMMA
14-3-3-zeta
14q(0)
14q(I)
14q(I-1)
14q(I-2)
14q(I-3)
14q(I-4)
14q(I-5)
14q(I-6)
14q(I-7)
14q(I-8)
14q(I-9)
14q(II)
14q(II-1)
14q(II-10)
14q(II-11)
14q(II-12)
14q(II-13)
14q(II-14)
14q(II-15)
14q(II-16)
14q(II-17)
14q(II-18)
14q(II-19)
14q(II-2)
14q(II-20)
14q(II-21)
14q(II-22)
14q(II-23)
14q(II-24)
14q(II-25)
14q(II-26)
14q(II-27)
14q(II-28)
14q(II-29)
14q(II-3)
14q(II-30)
14q(II-31)
14q(II-4)
14q(II-5)
14q(II-6)
14q(II-7)
14q(II-8)
14q(II-9)
15.5K
1500003D12Rik
150-225
156DAG
15E1.2
15LOX-1
15-LOX-1
15-LOX-2
15-PGDH
16.3A5
1600019D15Rik
160-KD
1-67P
1-68P
16A
16E1BP
16G2
16S
1700025M08Rik
1700028P05Rik
1700062D20Rik
170A
17b-HSD10
17BHSD11
1810009N24Rik
1810012E07Rik
1810061I13Rik
182-FIP
183ActI
18A2
1-8D
1-8U
19A
1A
1A1
1A1-3B
1-AGPAT
1-AGPAT1
1-AGPAT2
1-AGPAT4
1AGPAT5
1AGPAT8
1B4
1C5
1C7
1C9-2
1-Cys
1D
1F5
1G5
1R20
2010001O09Rik
2010002K04Rik
2010204O13Rik
209L8
20-ALPHA-HSD
20D7-FC4
2-10P
214K23.2
21-GARP
21orf5
2210413P10Rik
2310020H20Rik
2310061C15Rik
239AB
239FB
2410002I16Rik
2410004I17Rik
2410091M23Rik
24b2
24b2/STAC2
24p3
24p3R
2510004L01Rik
2510025F08Rik
2-5-3p
2610017G09Rik
2610020J05Rik
2610028I09Rik
2610510D13Rik
26RFa
2700063A19Rik
2700066J21Rik
27K
2810403B08Rik
2810413N20Rik
2810435D12Rik
28H
2900010K02Rik
2A9
2ADUB
2A-DUB
2-ALPHA-HSD
2B28
2B4
2BP1
2C18
2C4D
2-COP
2DD
2F1
2H9
2HOR0202
2-HPCL
2-MEBCAD
2OST
2P1
2'-PDE
2PP2A
3.8-1
3.8-1.2
3.8-1.3
3.8-1.4
3.8-1.5
300-KD
3-02.1P
3-05.1P
3-05.2P
3-06P
30K
30ST2
30ST3A1
30ST3B1
30ST4
3-11.1P
3110004H13Rik
