p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	condition	Vertex_weight
2.00685243187067e-05	5.40855937885303	0.126	0.069	0.275219742506744	THAP7	control	5.40855937885303
2.02737425662232e-05	2.98630486975223	0.023	0.004	0.278034105553185	AC109826.1	control	2.98630486975223
2.13760228443617e-05	1.32491781517229	0.081	0.037	0.293150777287576	GCLM	control	1.32491781517229
2.14210780499696e-05	1.17738632869194	0.079	0.035	0.293768664377283	GPR155	control	1.17738632869194
2.16887502930348e-05	0.851986443020664	0.101	0.051	0.297439521518679	YBEY	control	0.851986443020664
2.2070963286964e-05	10.1075055121582	0.219	0.142	0.302681190517424	SNX6	control	10.1075055121582
2.23387203398687e-05	0.454208582760702	0.236	0.155	0.30635321074096	C19ORF66	control	0.454208582760702
2.24182447535186e-05	1.69071839105596	0.035	0.01	0.307443808549754	FAM213B	control	1.69071839105596
2.38637123756211e-05	0.824995903362905	0.23	0.152	0.327266951519268	FYN	control	0.824995903362905
2.47827283747041e-05	2.27706987107436	0.025	0.005	0.339870336930693	CFH	control	2.27706987107436
2.47827283747041e-05	2.27706987107436	0.025	0.005	0.339870336930693	GPR146	control	2.27706987107436
2.60765675349831e-05	0.499287956585888	0.222	0.144	0.357614047174758	G3BP2	control	0.499287956585888
2.65720760019129e-05	1.53258509309241	0.046	0.015	0.364409450290233	SPAG16	control	1.53258509309241
2.65720760019129e-05	1.53258509309241	0.046	0.015	0.364409450290233	LTA	control	1.53258509309241
2.65831035401101e-05	1.06011649385041	0.095	0.047	0.364560681949069	RNF44	control	1.06011649385041
2.69418320248641e-05	1.46736069188784	0.17	0.103	0.369480284388987	RP11-51J9.5	control	1.46736069188784
2.72864317979225e-05	37.1446570765106	0.222	0.143	0.374206125676709	CMTM3	control	37.1446570765106
2.74006533346657e-05	1.08775081580251	0.095	0.047	0.375772559831606	TRIM39	control	1.08775081580251
2.76214826902602e-05	1.82991504703682	0.029	0.007	0.378801013614229	BAG3	control	1.82991504703682
2.79577179220714e-05	1.29805856952964	0.075	0.033	0.383412143583287	TSHZ2	control	1.29805856952964
2.89719090161296e-05	19.859701979599	0.124	0.068	0.397320760247201	SYNE2	control	19.859701979599
2.91040593087968e-05	35.3349772458333	0.317	0.228	0.399133069360839	KHDRBS1	control	35.3349772458333
3.09138820385694e-05	0.941953881995282	0.13	0.072	0.423952978276941	MRPL24	control	0.941953881995282
3.09955390959489e-05	3.05825000358433	0.352	0.259	0.425072823161843	TMED2	control	3.05825000358433
3.11273703210098e-05	1.70900069075412	0.164	0.099	0.426880756582328	R3HDM4	control	1.70900069075412
3.29718165286506e-05	20.205890985381	0.012	0.001	0.452175491873914	RFPL2	control	20.205890985381
3.51253459718056e-05	29.1386851270881	0.188	0.118	0.481708994657342	RBMS1	control	29.1386851270881
3.52331519338469e-05	1.21784896888769	0.089	0.043	0.483187445620777	TMEM63A	control	1.21784896888769
3.86773337489139e-05	2.0039190986733	0.035	0.01	0.530420955032605	TRIM47	control	2.0039190986733
3.94038610010917e-05	1.63425586297575	0.041	0.013	0.540384549768971	C19ORF55	control	1.63425586297575
3.97998305478949e-05	6.50822614870039	0.313	0.383	0.545814876133831	TALDO1	control	6.50822614870039
4.01158224947201e-05	1.19519502241645	0.126	0.071	0.550148389692592	SNHG9	control	1.19519502241645
4.16586122442203e-05	0.714897734245348	0.311	0.22	0.571306208317237	ACP1	control	0.714897734245348
4.38757072248221e-05	1.05286661331104	0.118	0.064	0.601711448881211	CEBPZ-AS1	control	1.05286661331104
4.47391222759042e-05	1.84582722695494	0.033	0.009	0.61355232289175	WDR53	control	1.84582722695494
4.4839612225572e-05	14.1616307432533	0.064	0.129	0.614930442061495	ATOX1	control	14.1616307432533
4.59915154297477e-05	0.954481683537196	0.106	0.055	0.63072764260356	DNAJB2	control	0.954481683537196
4.69682090939368e-05	9.34678580446194	0.039	0.013	0.644122019514249	CLYBL	control	9.34678580446194
4.74298278127202e-05	1.28651028667617	0.079	0.037	0.650452658623644	SLC2A4RG	control	1.28651028667617
4.74689911160232e-05	0.814317861016276	0.114	0.061	0.650989744165142	ASNSD1	control	0.814317861016276
4.93398012331661e-05	8.08714414842127	0.104	0.175	0.67664603411164	HSBP1	control	8.08714414842127
5.17941900012164e-05	1.03983928453073	0.077	0.035	0.710305521676681	RNMT	control	1.03983928453073
5.503208967093e-05	38.0991008544402	0.362	0.265	0.754710077747134	DYNLRB1	control	38.0991008544402
5.50400253137877e-05	0.39455069583124	0.029	0.007	0.754818907153284	GADD45G	control	0.39455069583124
5.71327239713643e-05	6.92402756690428	0.797	0.742	0.783518176543289	ATP5E	control	6.92402756690428
5.84663983892632e-05	0.789539288038306	0.139	0.081	0.801808187510355	TMUB1	control	0.789539288038306
