p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	condition	Vertex_weight
0	101.68953311328	0.975	0.121	2.2250738585072e-308	S100A8	control	101.68953311328
0	44.2783955975168	0.908	0.059	2.2250738585072e-308	LGALS2	control	44.2783955975168
0	186.833528481329	0.996	0.215	2.2250738585072e-308	S100A9	control	186.833528481329
3.07832922194422e-303	31.0128042641096	0.952	0.151	4.22162069497431e-299	FCN1	control	31.0128042641096
8.21077400265817e-292	16.5098200013475	0.667	0.028	1.12602554672454e-287	CD14	control	16.5098200013475
8.83227387727188e-273	42.5602878660703	0.685	0.041	1.21125803952907e-268	MS4A6A	control	42.5602878660703
4.17804858984876e-258	94.5002374297532	1	0.517	5.72977583611858e-254	LYZ	control	94.5002374297532
4.91756923764457e-252	45.2663212253782	0.994	0.265	6.74395445250577e-248	TYROBP	control	45.2663212253782
1.36379428821294e-248	-33.8987907297094	0.992	0.266	1.87030748685523e-244	CST3	control	-33.8987907297094
2.93735536169427e-221	-29.5706330363623	0.787	0.106	4.02828914302752e-217	CFD	control	-29.5706330363623
1.36883018277554e-219	-0.706629892866637	0.919	0.222	1.87721371265838e-215	TYMP	control	-0.706629892866637
5.85604920992395e-217	-72.8347386970868	0.958	0.223	8.0309858864897e-213	LST1	control	-72.8347386970868
2.9224087957324e-214	-10.8253789666153	0.958	0.245	4.00779142246742e-210	AIF1	control	-10.8253789666153
3.9532218802195e-204	-5.04488693565597	0.923	0.312	5.42144848653302e-200	GPX1	control	-5.04488693565597
5.13013169102722e-204	28.7040805547039	0.758	0.128	7.03546260107473e-200	GRN	control	28.7040805547039
2.31730151226088e-203	2.98345721332376	0.979	0.365	3.17794729391457e-199	LGALS1	control	2.98345721332376
6.88187677061521e-202	13.7088371742581	0.944	0.352	9.4378058032217e-198	GSTP1	control	13.7088371742581
5.29526517955311e-197	-156.527865943906	1	0.987	7.26192666723914e-193	FTL	control	-156.527865943906
1.0552499107919e-189	-199.808716947421	1	1	1.44716972766002e-185	MALAT1	control	-199.808716947421
1.2479601677544e-187	-35.34196637113	0.94	0.229	1.71145257405839e-183	FCER1G	control	-35.34196637113
5.19070544497972e-184	293.592986802393	1	0.987	7.11853344724519e-180	FTH1	control	293.592986802393
3.76556948328901e-178	0.306036019530994	0.694	0.12	5.16410198938254e-174	CEBPD	control	0.306036019530994
3.49867249855412e-174	1.73690323304974	0.996	0.735	4.79807946451712e-170	S100A6	control	1.73690323304974
3.65127767315895e-172	16.6393925830789	0.71	0.114	5.00736220097018e-168	CD68	control	16.6393925830789
6.13476416918564e-167	-23.7998566853548	0.944	0.429	8.41321558162119e-163	CTSS	control	-23.7998566853548
1.98646743277e-166	24.7478988533586	0.717	0.142	2.72424143730078e-162	LGALS3	control	24.7478988533586
5.24183147354517e-162	60.9109308937995	0.544	0.058	7.18864768281984e-158	CDA	control	60.9109308937995
4.04833358404075e-161	13.6813185148973	0.767	0.194	5.55188467715348e-157	AP1S2	control	13.6813185148973
1.74084000730813e-154	-29.5683375408712	0.648	0.11	2.38738798602237e-150	CFP	control	-29.5683375408712
1.88580753635114e-154	5.4835292018295	0.462	0.039	2.58619645535196e-150	CSF3R	control	5.4835292018295
2.44218722412783e-154	42.617866571851	0.59	0.084	3.34921555916891e-150	NCF2	control	42.617866571851
2.44311747137691e-154	49.7775249030672	0.879	0.316	3.3504913002463e-150	NPC2	control	49.7775249030672
1.57930588911316e-153	4.52381754045246	0.552	0.075	2.16586009632979e-149	BLVRB	control	4.52381754045246
1.42520331781198e-149	9.8341952860356	0.967	0.507	1.95452383004735e-145	SAT1	control	9.8341952860356
1.45031213597646e-149	26.315445791913	0.713	0.143	1.98895806327811e-145	SERPINA1	control	26.315445791913
1.73700556769166e-149	39.3823851930293	0.371	0.015	2.38212943553234e-145	ASGR1	control	39.3823851930293
1.82283485152666e-149	-10.8156668389767	0.923	0.418	2.49983571538366e-145	PSAP	control	-10.8156668389767
1.90329589606615e-147	-19.4622099322742	0.95	0.432	2.61017999186512e-143	S100A11	control	-19.4622099322742
4.09504115094642e-147	4.42950697526611	0.515	0.062	5.61593943440792e-143	NUP214	control	4.42950697526611
6.96685142094147e-145	-41.1015981246556	1	0.771	9.55434003867913e-141	S100A4	control	-41.1015981246556
1.64399873747887e-143	10.824758798272	0.442	0.038	2.25457986857853e-139	ALDH2	control	10.824758798272
2.17095461236978e-142	-34.0904999844283	0.902	0.99	2.97724715540391e-138	RPS27A	control	-34.0904999844283
1.56325169463555e-139	-65.4545321659628	0.996	0.893	2.1438433740232e-135	OAZ1	control	-65.4545321659628
5.29609460782144e-139	37.0800651114484	0.3	0.004	7.26306414516632e-135	FOLR3	control	37.0800651114484
2.01702242378993e-138	43.1264609148932	0.652	0.14	2.76614455198551e-134	FCGRT	control	43.1264609148932
3.44878308995766e-136	-65.2885854165026	0.973	0.553	4.72966112956793e-132	COTL1	control	-65.2885854165026
1.09569880860533e-135	-5.04488665048407	0.556	0.079	1.50264134612135e-131	IFI30	control	-5.04488665048407
1.41198712693387e-135	36.7932660278914	0.427	0.038	1.93639914587711e-131	FPR1	control	36.7932660278914
6.95548145309405e-134	-41.3375950168074	0.11	0.76	9.53874726477319e-130	PTPRCAP	control	-41.3375950168074
1.36673123348811e-132	-95.5159645835126	0.246	0.806	1.8743352136056e-128	LTB	control	-95.5159645835126
1.76753571293928e-132	0.519597314922862	0.875	0.404	2.42399847672493e-128	GABARAP	control	0.519597314922862
1.96182033734206e-129	-65.6378600078898	0.808	0.274	2.6904404106309e-125	PYCARD	control	-65.6378600078898
1.35237057630954e-128	30.8119831843867	0.631	0.121	1.8546410083509e-124	SPI1	control	30.8119831843867
1.08019531559557e-127	-4.05353082956021	0.781	0.256	1.48137985580777e-123	TKT	control	-4.05353082956021
3.50087409638694e-124	-15.2194753565895	0.312	0.013	4.80109873578504e-120	RBP7	control	-15.2194753565895
6.19029443600204e-122	-15.1440564852218	0.852	0.348	8.4893697895332e-118	RAC1	control	-15.1440564852218
2.02851558889638e-121	6.46241249723541	0.471	0.063	2.7819062786125e-117	SLC7A7	control	6.46241249723541
2.40837904532364e-121	35.0315786107329	0.277	0.006	3.30285102275684e-117	S100A12	control	35.0315786107329
3.63548842878384e-118	-15.14329112835	0.99	0.816	4.98570883123416e-114	CYBA	control	-15.14329112835
9.63518022415157e-118	-2.12033304846337	0.588	0.12	1.32136861594015e-113	BRI3	control	-2.12033304846337
1.36938458066402e-117	-42.5060799448654	0.985	0.995	1.87797401392263e-113	RPS27	control	-42.5060799448654
2.8348002331001e-116	38.3877300260049	0.848	0.396	3.88764503967347e-112	TSPO	control	38.3877300260049
3.61096401612762e-116	-18.5076213096901	0.988	0.994	4.95207605171742e-112	RPL21	control	-18.5076213096901
6.83886908276875e-116	58.2543937909986	0.506	0.086	9.37882506010907e-112	TNFSF13B	control	58.2543937909986
1.91751558476172e-114	13.1821564382538	0.402	0.044	2.62968087294222e-110	IGSF6	control	13.1821564382538
5.97703039690518e-114	-47.2778182488333	0.623	0.138	8.19689948631576e-110	IFITM3	control	-47.2778182488333
2.48217794130193e-113	9.24119202233999	0.371	0.036	3.40405882870147e-109	VCAN	control	9.24119202233999
1.89605289061565e-111	4.77984537464479	0.317	0.02	2.6002469341903e-107	BST1	control	4.77984537464479
6.49545626067788e-109	2.7974307539919	0.527	0.103	8.90786871589365e-105	RNF130	control	2.7974307539919
6.54795629910032e-109	-16.6816644529198	0.756	0.285	8.97986726858618e-105	TALDO1	control	-16.6816644529198
4.14749624593829e-108	-47.9756640629382	0.935	0.991	5.68787635167977e-104	RPS3A	control	-47.9756640629382
6.1583178948704e-108	36.6300761793907	0.344	0.031	8.44551716102527e-104	PLBD1	control	36.6300761793907
1.72712355099018e-106	-9.40132426318475	0.925	0.989	2.36857723782794e-102	RPL9	control	-9.40132426318475
7.57498776932056e-106	-18.6292649587427	0.425	0.06	1.03883382268462e-101	MNDA	control	-18.6292649587427
2.32903874229484e-104	5.44366366987269	0.421	0.06	3.19404373118314e-100	APOBEC3A	control	5.44366366987269
1.33628722441472e-102	-48.419510486191	0.856	0.981	1.83258429956234e-98	RPSA	control	-48.419510486191
7.90876182228541e-101	-79.7987045699782	0.108	0.651	1.08460759630822e-96	IL32	control	-79.7987045699782
8.8611487456732e-97	20.3817567411357	0.223	0.005	1.21521793898162e-92	FCGR1A	control	20.3817567411357
1.59022956157302e-96	2.08920283110872	0.773	0.321	2.18084082074124e-92	IFI6	control	2.08920283110872
1.60702550408923e-96	-25.2426378006617	0.981	0.994	2.20387477630796e-92	RPL23A	control	-25.2426378006617
6.18661684818634e-96	30.5556115158596	0.531	0.127	8.48432634560275e-92	CTSB	control	30.5556115158596
1.51011663099071e-95	2.82380927956233	0.5	0.106	2.07097394774066e-91	CTSH	control	2.82380927956233
3.17141398932866e-94	-9.11375444335749	0.385	0.056	4.34927714496532e-90	CPVL	control	-9.11375444335749
1.20947989985263e-91	16.6308765111252	0.394	0.061	1.65868073465789e-87	ODF3B	control	16.6308765111252
1.866464591967e-91	-48.005524979448	0.096	0.614	2.55966954142354e-87	CD3D	control	-48.005524979448
4.36121692890303e-88	-45.437191880625	0.702	0.276	5.98097289629762e-84	AP2S1	control	-45.437191880625
1.91871990585565e-87	3.18489329911728	0.36	0.051	2.63133247889043e-83	TGFBI	control	3.18489329911728
2.23014888721133e-87	16.5955389627611	0.917	0.578	3.05842618392162e-83	NEAT1	control	16.5955389627611
4.03553477570528e-87	-225.323362161957	0.942	0.475	5.53433239140222e-83	HLA-DRA	control	-225.323362161957
2.03460800815493e-86	10.1795108845104	0.267	0.021	2.79026142238367e-82	TMEM176B	control	10.1795108845104
3.29918995969545e-86	-22.3667315314577	0.969	0.825	4.52450911072634e-82	GAPDH	control	-22.3667315314577
1.78646834369663e-85	53.8596129120615	0.356	0.05	2.44996268654556e-81	SMCO4	control	53.8596129120615
1.87455301436327e-85	0.737732881949646	0.385	0.061	2.57076200389779e-81	LILRA5	control	0.737732881949646
3.08201210057085e-85	5.24588347382081	0.223	0.01	4.22667139472286e-81	QPCT	control	5.24588347382081
1.7508415260269e-82	3.75573741202626	0.281	0.027	2.40110406879329e-78	CD33	control	3.75573741202626
1.86319965927352e-82	14.9600312259683	0.308	0.037	2.5551920127277e-78	RAB32	control	14.9600312259683
2.1226592865178e-80	4.35596691650689	0.235	0.016	2.9110149455305e-76	CD36	control	4.35596691650689
1.9545089160423e-78	-40.0760245531421	0.096	0.572	2.6804135274604e-74	CD3E	control	-40.0760245531421
4.51249722360608e-77	31.4701136480691	0.277	0.031	6.18843869245338e-73	IL8	control	31.4701136480691
2.16404973075861e-76	-25.811604313279	0.908	0.987	2.96777780076236e-72	RPL31	control	-25.811604313279
2.33991630238227e-76	55.5227248812276	0.394	0.076	3.20896121708705e-72	STX11	control	55.5227248812276
5.30354827338078e-76	35.1670294768208	0.738	0.311	7.2732861021144e-72	C1ORF162	control	35.1670294768208
1.79087865727456e-75	25.8215229544326	0.485	0.127	2.45601099058633e-71	LY86	control	25.8215229544326
2.9839104463023e-75	-18.1726524228846	0.965	0.985	4.09213478605898e-71	RPS25	control	-18.1726524228846
7.17899098442118e-74	-7.84018064947236	0.54	0.165	9.84526823603521e-70	CAPG	control	-7.84018064947236
1.14564517619643e-73	-20.1928053141995	0.76	0.366	1.57113779463578e-69	ANXA2	control	-20.1928053141995
1.1621323953238e-73	-5.68720132699689	0.6	0.206	1.59374836694706e-69	RGS2	control	-5.68720132699689
1.92378326439844e-73	3.64312888568005	0.24	0.021	2.63827636879601e-69	VSTM1	control	3.64312888568005
1.2820845939057e-72	15.1492722629094	0.665	0.248	1.75825081208227e-68	CEBPB	control	15.1492722629094
2.4066114079031e-72	2.73306221251355	0.415	0.095	3.30042688479832e-68	AGTRAP	control	2.73306221251355
5.91230141605823e-72	2.92861402754471	0.36	0.067	8.10813016198226e-68	PLAUR	control	2.92861402754471
6.31036071548574e-72	-78.5081117002155	0.996	0.996	8.65402868521714e-68	RPL3	control	-78.5081117002155
8.703208595523e-72	44.0031680452103	0.39	0.085	1.19355802679002e-67	CCL3	control	44.0031680452103
1.24374896092779e-71	-64.1954074218693	0.831	0.377	1.70567732501637e-67	HLA-DRB1	control	-64.1954074218693
1.76869153054038e-71	1.22902902825646	0.36	0.067	2.42558356498308e-67	KLF4	control	1.22902902825646
9.06780528347291e-71	-38.2978821778434	0.702	0.912	1.24355881657548e-66	MYL12A	control	-38.2978821778434
1.83815981130815e-70	-49.0818052249988	0.252	0.678	2.520852365228e-66	CXCR4	control	-49.0818052249988
7.82501250493128e-70	-23.7926520550201	0.927	0.708	1.07312221492628e-65	ARPC1B	control	-23.7926520550201
1.43556302337525e-69	56.6271046520936	0.65	0.268	1.96873113025681e-65	ATP6V0B	control	56.6271046520936
1.94200065897543e-69	-2.42743359220269	0.96	0.99	2.6632597037189e-65	RPL30	control	-2.42743359220269
1.2916090644911e-68	-9.82717725444231	0.873	0.538	1.77131267104309e-64	SRGN	control	-9.82717725444231
3.28274910521396e-68	30.0933734540525	0.273	0.036	4.50196212289042e-64	IL1B	control	30.0933734540525
5.72111236149754e-68	-51.0961116850092	0.973	0.833	7.84593349255773e-64	SH3BGRL3	control	-51.0961116850092
2.61653777319405e-67	40.8371543440857	0.456	0.126	3.58831990215832e-63	BLVRA	control	40.8371543440857
1.25115055183583e-66	51.2144807413331	0.242	0.026	1.71582786678766e-62	TNFAIP2	control	51.2144807413331
4.01610164148181e-66	-23.7902474168359	0.967	0.991	5.50768179112815e-62	RPS15A	control	-23.7902474168359
5.29825066221236e-66	2.77367554875895	0.327	0.059	7.26602095815804e-62	MSRB1	control	2.77367554875895
5.35971533517339e-66	-51.1808547264028	0.946	0.991	7.35031361065678e-62	RPS23	control	-51.1808547264028
7.6393148706029e-66	-5.90964904958838	0.827	0.949	1.04765564135448e-61	RPS29	control	-5.90964904958838
9.44730604359694e-65	2.08914511542341	0.321	0.056	1.29560355081889e-60	C19ORF38	control	2.08914511542341
1.36505722978808e-64	-37.9901488147935	0.333	0.063	1.87203948493137e-60	CTSZ	control	-37.9901488147935
5.14402529020556e-64	36.819409747802	0.571	0.215	7.0545162829879e-60	LINC00936	control	36.819409747802
6.3415864388087e-64	9.44439927238783	0.19	0.013	8.69685164218225e-60	CSTA	control	9.44439927238783
6.8793146943726e-64	-44.0433543779037	0.502	0.152	9.43429217186258e-60	FGR	control	-44.0433543779037
5.85096310069655e-63	-15.3970296279721	0.996	0.996	8.02401079629525e-59	RPS3	control	-15.3970296279721
2.73940576030537e-62	-77.1796373612539	0.998	0.996	3.75682105968278e-58	RPS6	control	-77.1796373612539
4.26995885246441e-62	5.7070503017761	0.146	0.004	5.85582157026969e-58	NRG1	control	5.7070503017761
1.64950340301724e-61	-6.49726989141836	0.425	0.731	2.26212896689784e-57	LDHB	control	-6.49726989141836
1.75662264138576e-61	-27.6760665447765	0.944	0.789	2.40903229039643e-57	ARPC3	control	-27.6760665447765
2.01794509488423e-61	4.14498251222119	0.517	0.181	2.76740990312424e-57	CTSD	control	4.14498251222119
3.29695713229143e-61	6.73618374373896	0.142	0.003	4.52144701122447e-57	MGST1	control	6.73618374373896
3.99724674661597e-61	4.50210107195317	0.171	0.01	5.48182418830914e-57	MARCO	control	4.50210107195317
2.37654030834163e-60	-40.8291338006128	0.6	0.861	3.25918737885971e-56	DDX5	control	-40.8291338006128
6.7977376044361e-60	-48.3221630274199	0.925	0.977	9.32241735072367e-56	RPS13	control	-48.3221630274199
7.88280909995701e-60	44.0067447396412	0.75	0.408	1.0810484399681e-55	PRELID1	control	44.0067447396412
1.24599668046928e-59	3.21123124189584	0.331	0.07	1.70875984759557e-55	PGD	control	3.21123124189584
1.27394930639618e-59	-7.93069156938076	0.923	0.774	1.74709407879172e-55	VIM	control	-7.93069156938076
4.46940390963958e-59	-15.1473240840407	0.677	0.279	6.12934052167972e-55	HLA-DRB5	control	-15.1473240840407
7.19424537966619e-59	-67.2115381968263	0.16	0.567	9.86618811367422e-55	AES	control	-67.2115381968263
1.01071748890469e-58	56.7084993667146	0.348	0.077	1.3860979642839e-54	FGL2	control	56.7084993667146
1.44621624223596e-58	-7.70315619089219	0.394	0.096	1.9833409546024e-54	HCK	control	-7.70315619089219
2.1565013587943e-58	-43.9948146332175	0.977	0.994	2.9574259634505e-54	RPL27A	control	-43.9948146332175
2.15671447195955e-58	14.6424827779255	0.844	0.597	2.95771822684533e-54	S100A10	control	14.6424827779255
3.70620335156852e-58	-70.3131411138584	0.99	0.994	5.08268727634107e-54	RPS19	control	-70.3131411138584
6.5022923812105e-58	2.14966829451582	0.315	0.063	8.91724377159208e-54	MPEG1	control	2.14966829451582
1.23764158658957e-57	37.8156651966346	0.294	0.055	1.69730167184893e-53	MAFB	control	37.8156651966346
1.94440276772123e-57	2.85426519352254	0.356	0.084	2.66655395565289e-53	SCO2	control	2.85426519352254
3.19823232638333e-57	-13.0204751701047	0.338	0.076	4.3860558124021e-53	EIF4EBP1	control	-13.0204751701047
3.34356544877304e-57	-34.8968680517083	0.721	0.398	4.58536565644734e-53	NFKBIA	control	-34.8968680517083
5.26027858407757e-57	-0.782721869144431	0.406	0.113	7.21394605020397e-53	APLP2	control	-0.782721869144431
1.72396784422891e-56	3.61128359476837	0.554	0.202	2.36424950157552e-52	HLA-DMA	control	3.61128359476837
2.05845836869446e-56	-9.75111632452954	0.15	0.55	2.82296980682758e-52	IFITM1	control	-9.75111632452954
2.24073765766414e-56	67.3572512992033	0.554	0.218	3.07294762372061e-52	CNPY3	control	67.3572512992033
3.51347213072305e-56	2.30468353586757	0.277	0.049	4.81837568007359e-52	SLC11A1	control	2.30468353586757
3.80151670057042e-56	7.00745235267363	0.119	0.001	5.21340000316228e-52	RNASE2	control	7.00745235267363
6.86273667831004e-56	-4.82269896633585	0.483	0.792	9.41155708063439e-52	RPSAP58	control	-4.82269896633585
1.06019249053663e-55	-18.0284805998679	0.933	0.798	1.45394798152193e-51	ATP5G2	control	-18.0284805998679
1.07165018492871e-55	-42.6719309134083	0.054	0.437	1.46966106361123e-51	CD7	control	-42.6719309134083
1.29127134024406e-55	-32.6622097695202	0.208	0.605	1.7708495160107e-51	EVL	control	-32.6622097695202
3.09379213079539e-55	3.59155291309187	0.217	0.027	4.2428265281728e-51	ID1	control	3.59155291309187
3.60280659316668e-55	-39.6618011055434	0.633	0.261	4.94088896186878e-51	TIMP1	control	-39.6618011055434
6.67508067116584e-55	29.5410482697942	0.583	0.249	9.15420563243684e-51	C20ORF24	control	29.5410482697942
1.092152181008e-54	44.5303951373596	0.265	0.045	1.49777750103437e-50	FCGR2A	control	44.5303951373596
1.42862261665904e-54	2.23871784028046	0.296	0.058	1.95921305648621e-50	RNASE6	control	2.23871784028046
4.1535744787179e-54	8.00032979153855	0.115	0.001	5.69621204011373e-50	C19ORF59	control	8.00032979153855
8.09175526725535e-54	-14.5256129453205	0.329	0.071	1.1097033173514e-49	PILRA	control	-14.5256129453205
2.51711408236208e-52	-56.9818992584377	1	0.999	3.45197025255135e-48	RPL13A	control	-56.9818992584377
4.65244510368143e-52	-117.54540707609	0.998	1	6.38036321518871e-48	B2M	control	-117.54540707609
5.05703238354488e-52	-16.0340611811267	0.317	0.071	6.93521421079345e-48	TBXAS1	control	-16.0340611811267
7.03610109114221e-52	-123.097592760388	0.985	0.995	9.64930903639242e-48	RPS12	control	-123.097592760388
9.06624010202283e-52	-40.7406411051479	0.725	0.408	1.24334416759141e-47	FKBP1A	control	-40.7406411051479
9.88938388403643e-52	3.54279726957528	0.179	0.018	1.35623010585676e-47	HNMT	control	3.54279726957528
1.49446570579866e-51	-7.33924891317587	0.06	0.428	2.04951026893228e-47	LCK	control	-7.33924891317587
5.40036181395416e-51	-7.94147367892009	0.135	0.508	7.40605619165674e-47	IL2RG	control	-7.94147367892009
1.00265699619492e-50	4.40466965102057	0.956	0.834	1.37504380458171e-46	SERF2	control	4.40466965102057
1.22861846622361e-50	3.47091283058562	0.188	0.021	1.68492736457905e-46	MTMR11	control	3.47091283058562
2.63922921679406e-50	-37.7036417827983	0.367	0.702	3.61943894791137e-46	EIF4A2	control	-37.7036417827983
2.75404718570279e-50	-30.431233316507	0.156	0.53	3.7769003104728e-46	ISG20	control	-30.431233316507
3.96220269609369e-50	-47.5041018947819	0.648	0.87	5.43376477742289e-46	NPM1	control	-47.5041018947819
3.69079636269344e-49	-46.8830427616355	0.89	0.969	5.06155813179779e-45	RPS20	control	-46.8830427616355
8.56511290773836e-49	24.5549696494559	0.377	0.108	1.17461958416724e-44	IFNGR2	control	24.5549696494559
2.61660030653441e-48	-4.06102376611243	0.498	0.188	3.58840566038129e-44	STXBP2	control	-4.06102376611243
6.45284664502907e-48	-61.896704694123	0.038	0.381	8.84943388899286e-44	CD2	control	-61.896704694123
8.16195126579285e-48	-44.966834038416	0.56	0.24	1.11932999659083e-43	PGLS	control	-44.966834038416
9.00935835657467e-48	-5.46785517561794	0.221	0.035	1.23554340502065e-43	CLEC7A	control	-5.46785517561794
1.19859533274872e-47	-41.7097347620311	0.329	0.087	1.6437536393316e-43	GCA	control	-41.7097347620311
1.26867568171434e-47	-33.1203385133348	0.519	0.207	1.73986182990304e-43	AMICA1	control	-33.1203385133348
2.26696765646679e-47	2.02159604520941	0.162	0.016	3.10891944407856e-43	RETN	control	2.02159604520941
2.73337151151205e-47	0.725893513201036	0.621	0.309	3.74854569088762e-43	SERPINB1	control	0.725893513201036
3.10822461165504e-47	-52.7500338329443	0.121	0.465	4.26261923242373e-43	IL7R	control	-52.7500338329443
4.46133098351165e-47	-36.5910157729438	0.19	0.025	6.11826931078788e-43	OSCAR	control	-36.5910157729438
7.00968885686503e-47	0.733304053245265	0.219	0.036	9.6130872983047e-43	G0S2	control	0.733304053245265
2.84638767201429e-46	49.1287673530919	0.496	0.191	3.9035360534004e-42	ASAH1	control	49.1287673530919
4.67410905282236e-46	-0.303993529279773	0.371	0.112	6.41007315504058e-42	C4ORF48	control	-0.303993529279773
9.187299326282e-46	54.2721821758182	0.275	0.06	1.25994622960631e-41	C5AR1	control	54.2721821758182
1.14886505396885e-45	1.16052998619092	0.717	0.437	1.57555353501288e-41	FOSB	control	1.16052998619092
1.82375438973629e-45	-46.2659160363615	0.083	0.423	2.50109677008435e-41	CD69	control	-46.2659160363615
2.7011321231197e-45	1.98543779242461	1	0.992	3.70433259364636e-41	TMSB10	control	1.98543779242461
2.70296537513123e-45	3.16684293589084	0.173	0.02	3.70684671545497e-41	RASSF4	control	3.16684293589084
3.96360326137004e-45	4.66068639243249	0.129	0.008	5.43568551264288e-41	PID1	control	4.66068639243249
6.57765402798253e-45	-7.42693673478318	0.979	0.939	9.02059473397524e-41	MT-ND1	control	-7.42693673478318
1.89702362071733e-44	2.43731657960238	0.181	0.024	2.60157819345174e-40	RAB31	control	2.43731657960238
2.99671776024425e-44	-25.1735796340375	0.694	0.393	4.10969873639896e-40	ISG15	control	-25.1735796340375
4.88219729769778e-44	-71.408680662084	0.765	0.433	6.69544537406274e-40	HLA-DPA1	control	-71.408680662084
5.47227017547144e-44	2.86698760476128	0.148	0.013	7.50467131864153e-40	CLEC12A	control	2.86698760476128
5.4788479123197e-44	-34.6772374598163	0.765	0.466	7.51369202695524e-40	LAMTOR4	control	-34.6772374598163
6.32380612363236e-44	0.900864872629485	0.208	0.034	8.67246771794942e-40	GPBAR1	control	0.900864872629485
7.4298935767247e-44	20.9233813230196	0.535	0.245	1.01893560511202e-39	H2AFY	control	20.9233813230196
1.16496625237577e-43	10.555933741894	0.84	0.651	1.59763471850813e-39	EIF4A1	control	10.555933741894
1.3609774179028e-43	2.59271472585302	0.283	0.069	1.8664444309119e-39	CYBB	control	2.59271472585302
1.43563047584297e-43	2.72556835639895	0.24	0.048	1.96882363457105e-39	CARS2	control	2.72556835639895
1.96499638807198e-43	3.52879723433491	0.14	0.012	2.69479604660192e-39	CATSPER1	control	3.52879723433491
2.46262896043359e-43	-0.721684184248311	0.983	0.911	3.37724935633863e-39	PFDN5	control	-0.721684184248311
2.64671648795922e-43	2.66114919838409	0.2	0.032	3.62970699158728e-39	CD300E	control	2.66114919838409
6.41340693074804e-43	-55.2703825621997	0.929	0.984	8.79534626482786e-39	RPL5	control	-55.2703825621997
7.49690944182944e-43	-61.3100800843374	0.762	0.907	1.02812616085249e-38	BTG1	control	-61.3100800843374
1.2053839478793e-42	3.82007594918173	0.212	0.038	1.65306354612168e-38	PRAM1	control	3.82007594918173
2.60747286594674e-42	60.5146319263889	0.627	0.32	3.57588828835936e-38	GLRX	control	60.5146319263889
3.54866818665986e-42	-9.38966177040412	0.802	0.94	4.86664355118533e-38	RPS26	control	-9.38966177040412
4.20017948695204e-42	-13.1064074990042	0.204	0.034	5.76012614840603e-38	CD302	control	-13.1064074990042
4.53447901619303e-42	-241.45434993919	0.942	0.823	6.21858452280713e-38	CD74	control	-241.45434993919
7.07515779475925e-42	52.0644585120635	0.615	0.319	9.70287139973284e-38	ATP6V1F	control	52.0644585120635
7.69282361079133e-42	3.23464319513691	0.165	0.02	1.05499382998392e-37	FES	control	3.23464319513691
8.12284564706452e-42	-0.725378349898269	0.275	0.065	1.11396705203843e-37	CPPED1	control	-0.725378349898269
9.95807077523154e-42	16.6333100890675	0.369	0.12	1.36564982611525e-37	NCF1	control	16.6333100890675
3.94925746542479e-41	-2.88110916605464	0.385	0.128	5.41601168808355e-37	LGALS9	control	-2.88110916605464
4.09439173463429e-41	-51.1619685203727	0.971	0.99	5.61504882487746e-37	RPL10A	control	-51.1619685203727
4.58423702948722e-41	-7.93027669315064	0.846	0.677	6.28682266223878e-37	ALDOA	control	-7.93027669315064
6.00597225718041e-41	-29.5706787138648	0.667	0.871	8.23659035349721e-37	GLTSCR2	control	-29.5706787138648
1.26771311308369e-40	12.6022013610799	0.721	0.436	1.73854176328297e-36	TCEB2	control	12.6022013610799
1.93779558464517e-40	46.2863425926083	0.371	0.127	2.65749286478239e-36	SAT2	control	46.2863425926083
2.78462525785524e-40	-23.6009056826651	0.908	0.978	3.81883507862267e-36	HLA-A	control	-23.6009056826651
2.94127526125173e-40	-56.6820949175339	0.717	0.462	4.03366489328063e-36	VAMP8	control	-56.6820949175339
5.30246608147386e-40	4.89349201150285	0.1	0.004	7.27180198413325e-36	SIRPA	control	4.89349201150285
9.83781265389299e-40	-58.4246030445734	0.998	0.997	1.34915762735488e-35	RPS18	control	-58.4246030445734
1.38142511118552e-39	51.218470582941	0.346	0.111	1.89448639747983e-35	JUND	control	51.218470582941
1.73052702826227e-39	-16.6633129980455	0.135	0.013	2.37324476655888e-35	ZNF467	control	-16.6633129980455
3.45676404112337e-39	-25.0352317958489	0.983	0.994	4.74060620599659e-35	RPLP2	control	-25.0352317958489
3.87584792344116e-39	2.98618315945333	0.206	0.039	5.3153378422072e-35	CREG1	control	2.98618315945333
8.22004860896845e-39	2.1008609399595	0.444	0.176	1.12729746623393e-34	GLIPR2	control	2.1008609399595
1.06779792023723e-38	-9.22718292012123	0.271	0.066	1.46437806781334e-34	LRRC25	control	-9.22718292012123
1.39118217627925e-38	-23.7332045926877	0.602	0.322	1.90786723654937e-34	C10ORF54	control	-23.7332045926877
2.23905574561802e-38	2.42944019900639	0.19	0.033	3.07064104954055e-34	SULT1A1	control	2.42944019900639
3.0881439473874e-38	2.86606016354093	0.248	0.059	4.23508060944709e-34	DUSP6	control	2.86606016354093
5.50443239367241e-38	4.11246518967103	0.102	0.005	7.54877858468234e-34	FCGR1B	control	4.11246518967103
1.11429070067304e-37	-76.2706277654007	0.575	0.293	1.528138266903e-33	LAMTOR1	control	-76.2706277654007
1.12407273515492e-37	-71.0404918656282	0.073	0.373	1.54155334899145e-33	STK17A	control	-71.0404918656282
