p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	condition	Vertex_weight
0.00179359125376294	-0.75568817820512	0.092	0.054	1	MSRA	control	-0.75568817820512
0.00179649262732001	-1.55290858446821	0.015	0.045	1	TCEA3	control	-1.55290858446821
0.00179762334616997	1.72169749746256	0.029	0.011	1	C16ORF70	control	1.72169749746256
0.00180752345725218	-0.909125179583283	0.062	0.11	1	CCDC90B	control	-0.909125179583283
0.00181561132502865	-1.52392019583338	0.033	0.072	1	ACAT1	control	-1.52392019583338
0.00181629464132914	-19.9395989374137	0.106	0.065	1	COMMD5	control	-19.9395989374137
0.00184839313322772	1.69127364336686	0.025	0.008	1	RP11-611L7.1	control	1.69127364336686
0.00186453667951268	-0.871414593844763	0.05	0.094	1	RNF115	control	-0.871414593844763
0.00188309785606728	-2.13007110973932	0.008	0.035	1	CARD11	control	-2.13007110973932
0.00188847776481018	-0.823272242047417	0.05	0.094	1	THOC2	control	-0.823272242047417
0.00189812454801233	-1.22785931088977	0.033	0.072	1	SRP54	control	-1.22785931088977
0.00191688037044766	-13.1357951610619	0.029	0.066	1	ZCCHC11	control	-13.1357951610619
0.00193511507198376	-1.50094117732477	0.008	0.035	1	SH2D3A	control	-1.50094117732477
0.00193810025689141	-1.44753876381664	0.025	0.06	1	OSBPL9	control	-1.44753876381664
0.00194337260102944	42.8831200279755	0.033	0.072	1	RNF125	control	42.8831200279755
0.00194414415597734	-1.07511306727275	0.023	0.057	1	RNF6	control	-1.07511306727275
0.00194800926614443	-11.5762437851621	0.094	0.147	1	FDPS	control	-11.5762437851621
0.00196501876887141	-27.3271977668096	0.185	0.253	1	RNPS1	control	-27.3271977668096
0.00196757299377763	-1.82666928196572	0.01	0.038	1	PTPLAD1	control	-1.82666928196572
0.00198344233594261	-0.766153854538587	0.09	0.143	1	SRSF1	control	-0.766153854538587
0.00198358289085986	-2.14649089321534	0.006	0.032	1	IMMP1L	control	-2.14649089321534
0.00198364839018347	-34.4481996540194	0.11	0.166	1	ZNF428	control	-34.4481996540194
0.00198508713677479	-18.1041734555535	0.017	0.048	1	ACD	control	-18.1041734555535
0.00198654012251191	-2.67576518180086	0.004	0.028	1	SLFN12L	control	-2.67576518180086
0.00198754895220526	-1.40505864224598	0.021	0.054	1	TSPYL2	control	-1.40505864224598
0.00198935475736167	2.1685885538795	0.015	0.003	1	RP11-126K1.2	control	2.1685885538795
0.00198935475736167	2.1685885538795	0.015	0.003	1	KLHDC8B	control	2.1685885538795
0.00198935475736167	2.1685885538795	0.015	0.003	1	RP3-525N10.2	control	2.1685885538795
0.00198935475736167	2.1685885538795	0.015	0.003	1	ZNF81	control	2.1685885538795
0.00198935475736167	2.1685885538795	0.015	0.003	1	MRVI1	control	2.1685885538795
0.00199652723363805	-2.38375220754432	0.004	0.028	1	CYP2R1	control	-2.38375220754432
0.00200986272037845	-8.56554526598835	0.042	0.082	1	SMC3	control	-8.56554526598835
0.00204982624709244	-1.27883826030347	0.013	0.042	1	ULK3	control	-1.27883826030347
0.00206053612093281	-22.5536550004732	0.023	0.057	1	PACS1	control	-22.5536550004732
0.0020624420704158	0.809036184572676	0.094	0.056	1	NME1-NME2	control	0.809036184572676
0.00206486117833072	3.66806012563742	0.008	0.001	1	RP11-333E1.1	control	3.66806012563742
0.00206967591289334	46.7087992913676	0.396	0.472	1	PLAC8	control	46.7087992913676
0.00207044665527921	2.99608269286846	0.008	0.001	1	FAM72B	control	2.99608269286846
0.00207044665527921	2.99608269286846	0.008	0.001	1	CD1A	control	2.99608269286846
0.00207044665527921	2.99608269286846	0.008	0.001	1	KCTD3	control	2.99608269286846
0.00207044665527921	2.99608269286846	0.008	0.001	1	ZNF35	control	2.99608269286846
0.00207044665527921	2.99608269286846	0.008	0.001	1	BATF2	control	2.99608269286846
0.00207044665527921	2.99608269286846	0.008	0.001	1	AC015922.6	control	2.99608269286846
0.00207044665527921	2.99608269286846	0.008	0.001	1	RIN2	control	2.99608269286846
0.00207210125662525	5.45529029182042	0.148	0.1	1	IFIT3	control	5.45529029182042
0.0020767355071322	-0.620479801361151	0.054	0.099	1	FGD3	control	-0.620479801361151
0.00208044879526458	22.3157401123154	0.194	0.257	1	IDS	control	22.3157401123154
0.00208162822087926	1.95849594541005	0.008	0.001	1	ACOX2	control	1.95849594541005
0.00208179362744743	-45.7242505595383	0.206	0.273	1	DUT	control	-45.7242505595383
0.00208880066057456	-1.15661762152734	0.048	0.09	1	MTF2	control	-1.15661762152734
0.00209308407906579	-49.9000990349062	0.125	0.081	1	GUSB	control	-49.9000990349062
0.00211001107095275	1.21792838170607	0.05	0.024	1	PPP1R15B	control	1.21792838170607
0.00211661563048301	-35.6298278653026	0.042	0.019	1	PLAGL2	control	-35.6298278653026
0.00212671832135657	15.2123427953789	0.129	0.084	1	NUDT22	control	15.2123427953789
0.0021300411447993	0.883760652002136	0.119	0.076	1	C12ORF44	control	0.883760652002136
0.00213577902664845	-1.21871675645383	0.04	0.08	1	DDX50	control	-1.21871675645383
0.00213761927474931	-15.2966238369244	0.058	0.103	1	TMBIM1	control	-15.2966238369244
0.00215421453074062	-1.33974428308075	0.025	0.06	1	NMD3	control	-1.33974428308075
0.00215792848579965	0.93702377808199	0.052	0.025	1	TNK2	control	0.93702377808199
0.00216671638793058	-0.623251558374668	0.192	0.259	1	SRSF11	control	-0.623251558374668
0.00217722631799061	3.56858433658905	0.208	0.151	1	NDUFA7.1	control	3.56858433658905
0.0021926902421305	0.556669920223742	0.106	0.066	1	STARD3NL	control	0.556669920223742
0.00220561344628261	-1.22056890894696	0.042	0.082	1	KMT2A	control	-1.22056890894696
0.00220589954293658	-5.71729594765638	0.079	0.129	1	BTF3L4	control	-5.71729594765638
0.00221520910011549	0.548940451982943	0.079	0.045	1	NCSTN	control	0.548940451982943
0.00222321915945029	-14.5847001287325	0.171	0.234	1	CAPN2	control	-14.5847001287325
0.00223081544112955	-2.23357847440298	0.006	0.031	1	PDCD4-AS1	control	-2.23357847440298
0.00223336488535706	-2.18084641498681	0.006	0.031	1	PRKCQ	control	-2.18084641498681
0.00223656472853554	-2.24752024514149	0.062	0.033	1	NISCH	control	-2.24752024514149
0.00225010342464906	-2.48571472403538	0.004	0.027	1	MDM1	control	-2.48571472403538
0.00225010342464906	-2.48571472403538	0.004	0.027	1	RALGAPA1	control	-2.48571472403538
0.00225191578621392	-2.58580102210656	0.004	0.027	1	DENND1B	control	-2.58580102210656
0.00225544906450506	1.95501378559783	0.023	0.007	1	MMP17	control	1.95501378559783
0.00226000869674949	0.638031489795767	0.127	0.083	1	TMEM167A	control	0.638031489795767
0.00226765538332206	-48.0067419196542	0.029	0.065	1	WHAMM	control	-48.0067419196542
0.00226889687109928	-1.10710405172154	0.042	0.082	1	TDP2	control	-1.10710405172154
0.00227440091449475	-7.94053438269735	0.704	0.63	1	RBM3	control	-7.94053438269735
0.00229475682597383	-1.12001637589293	0.027	0.063	1	NAA50	control	-1.12001637589293
0.0022959916532374	-29.4967051106476	0.315	0.379	1	YWHAZ	control	-29.4967051106476
0.00229830493511518	-44.0910939101104	0.312	0.225	1	HLA-DQB1	control	-44.0910939101104
0.00229901270787622	-1.00468125600138	0.121	0.176	1	FYN	control	-1.00468125600138
0.00232016715314219	-1.21944694717027	0.031	0.068	1	SRP68	control	-1.21944694717027
0.00233232494253507	-0.638210013323418	0.077	0.127	1	POP5	control	-0.638210013323418
0.00233497839046649	1.3454316178202	0.125	0.082	1	DOCK2	control	1.3454316178202
0.00235460444206155	1.2066588395027	0.033	0.013	1	FBRSL1	control	1.2066588395027
0.00235548099263568	-11.6127105382289	0.031	0.068	1	TRPV2	control	-11.6127105382289
0.00235888889741007	0.920215244737098	0.06	0.032	1	P2RX4	control	0.920215244737098
0.00236796989489828	-44.7813108821293	0.075	0.124	1	BEX4	control	-44.7813108821293
0.00237015509059606	-57.1489782752044	0.052	0.095	1	MOB2	control	-57.1489782752044
0.00238311264563613	2.06635864995655	0.423	0.359	1	CRIP1	control	2.06635864995655
0.00238803869005002	-10.7273639313405	0.008	0.034	1	POLR3E	control	-10.7273639313405
0.00240292113868176	-4.69890269444035	0.002	0.023	1	KLRC1	control	-4.69890269444035
0.0024102215794776	-4.33486995203703	0.002	0.023	1	LPAR5	control	-4.33486995203703
0.00241105002575303	1.23490090920103	0.056	0.029	1	TXNRD2	control	1.23490090920103
0.00241228191753847	-2.97751557597803	0.002	0.023	1	C1ORF109	control	-2.97751557597803
0.00242618665246006	-34.3758611559353	0.202	0.148	1	CMTM3	control	-34.3758611559353
0.0024314193060376	-6.94578914935513	0.104	0.158	1	WHSC1L1	control	-6.94578914935513
0.00243640643120714	-26.7383195216273	0.444	0.374	1	HCLS1	control	-26.7383195216273
0.00245970146478757	-1.34695848298623	0.021	0.053	1	ANKRD39	control	-1.34695848298623
0.00246381642531925	-1.64293873346488	0.015	0.044	1	P4HTM	control	-1.64293873346488
0.00246930779438073	-22.9817720644027	0.015	0.044	1	NARG2	control	-22.9817720644027
0.00248034649329641	-1.74810049252702	0.01	0.038	1	CTD-2037K23.2	control	-1.74810049252702
0.00251252947639479	-29.5872691235162	0.31	0.245	1	NDUFC2	control	-29.5872691235162
0.0025143935111777	-2.21440280697933	0.006	0.031	1	RAB33A	control	-2.21440280697933
0.00252253262130275	-54.2790278359637	0.015	0.044	1	GPATCH4	control	-54.2790278359637
0.00254038318996569	-49.0616852902255	0.004	0.027	1	NUDCD1	control	-49.0616852902255
0.00254060620740037	1.16300708314986	0.035	0.015	1	SLC4A2	control	1.16300708314986
0.00254291676488778	-47.2955900197355	0.1	0.154	1	BBX	control	-47.2955900197355
0.00255370368022035	-0.932934311325048	0.056	0.1	1	RICTOR	control	-0.932934311325048
0.00255621898917148	-1.14570381897585	0.035	0.073	1	SLC25A26	control	-1.14570381897585
0.0025758204360674	1.6015903735032	0.038	0.016	1	KIAA0368	control	1.6015903735032
0.00259807906065091	-12.1530364486017	0.025	0.059	1	SNHG12	control	-12.1530364486017
0.0026004371057853	-15.5307212462267	0.044	0.084	1	TOR1A	control	-15.5307212462267
0.00260555608464269	51.1796452281434	0.054	0.098	1	EIF2S1	control	51.1796452281434
0.00260784151492627	-2.27719204882057	0.031	0.068	1	SCAF4	control	-2.27719204882057
0.00262724640110538	0.785374404354553	0.065	0.035	1	ZFYVE21	control	0.785374404354553
0.00262778739595884	0.976177078579686	0.054	0.027	1	DNASE1L1	control	0.976177078579686
0.00263783589728633	1.32210536468302	0.038	0.016	1	FBXW7	control	1.32210536468302
0.00263893082800259	-0.806737746293821	0.044	0.084	1	RUVBL1	control	-0.806737746293821
0.00264137883444151	-1.07210944000487	0.023	0.056	1	FAM3C	control	-1.07210944000487
0.00266263580647185	-1.69912210311288	0.017	0.047	1	LRIF1	control	-1.69912210311288
0.0026656934217943	-1.18865143740713	0.042	0.081	1	ATP6V1H	control	-1.18865143740713
0.0026808663385721	-2.03555403102683	0.008	0.034	1	ATXN7L1	control	-2.03555403102683
0.00268229563605385	-1.50800535387467	0.017	0.047	1	DDX52	control	-1.50800535387467
0.00268321118288463	1.51046753792816	0.029	0.011	1	KIAA0232	control	1.51046753792816
0.00268342748158394	75.0592857106638	0.335	0.267	1	LAMTOR5	control	75.0592857106638
0.00268379870236911	-9.16270812246442	0.027	0.062	1	MLLT6	control	-9.16270812246442
0.00271729527610563	1.26386024234781	0.029	0.011	1	C11ORF71	control	1.26386024234781
0.00273181732612305	-2.95152904898979	0.002	0.023	1	CD226	control	-2.95152904898979
0.00273298176993781	-45.4403477954565	0.002	0.023	1	CASC7	control	-45.4403477954565
0.0027495632658331	-2.4971412830421	0.05	0.025	1	SLC43A3	control	-2.4971412830421
0.00274971192921953	23.3552567343566	0.171	0.119	1	CISD3	control	23.3552567343566
0.00275456005775606	1.19018789909587	0.04	0.018	1	KDM7A	control	1.19018789909587
0.00275721651203426	-1.59164696629956	0.015	0.044	1	PTCD3	control	-1.59164696629956
0.00276080467110383	1.70601139896965	0.021	0.006	1	AVPI1	control	1.70601139896965
0.00276080467110383	1.70601139896965	0.021	0.006	1	CMKLR1	control	1.70601139896965
0.00276080467110383	1.70601139896965	0.021	0.006	1	PLA2G15	control	1.70601139896965
0.00277875003170876	1.4594041033893	0.021	0.006	1	ENG	control	1.4594041033893
0.00277897124753835	-38.484309585313	0.054	0.096	1	PPA2	control	-38.484309585313
0.00278351063772007	-1.13451089778532	0.04	0.078	1	SUPT20H	control	-1.13451089778532
0.00278812797261296	-36.3694896314795	0.031	0.067	1	PIK3R1	control	-36.3694896314795
0.0027914718305545	-1.69389253937169	0.013	0.04	1	TRMT13	control	-1.69389253937169
0.00279698393823737	-1.6523369215639	0.013	0.04	1	DLG1	control	-1.6523369215639
0.00280105123375154	0.451917136286744	0.085	0.051	1	MLXIP	control	0.451917136286744
0.00281124310386501	1.11564888095242	0.127	0.085	1	IFNGR1	control	1.11564888095242
0.00281474891407144	-46.8827867474539	0.092	0.142	1	THYN1	control	-46.8827867474539
0.00281661851269454	-12.3897128198773	0.048	0.089	1	YDJC	control	-12.3897128198773
0.0028244717136413	-66.3331044400324	0.206	0.152	1	DRAM2	control	-66.3331044400324
0.00284610694995073	-1.67222036649441	0.01	0.037	1	TBK1	control	-1.67222036649441
0.00285172662614365	-1.57741356682037	0.019	0.05	1	JADE1	control	-1.57741356682037
0.00285185670005933	-1.01661707118047	0.038	0.076	1	GS1-251I9.4	control	-1.01661707118047
0.00285685979233621	-12.8165088663866	0.044	0.02	1	ELL	control	-12.8165088663866
0.00285881405224071	-24.7171465714744	0.077	0.044	1	RELT	control	-24.7171465714744
0.00287271216981934	-2.44063989450318	0.004	0.026	1	RP11-81H14.2	control	-2.44063989450318
0.00290882611234884	1.53042074482032	0.025	0.009	1	RP11-156E8.1	control	1.53042074482032
0.00290882611234884	1.53042074482032	0.025	0.009	1	IPMK	control	1.53042074482032
0.00291304473223057	15.1528439218802	0.006	0.03	1	RPUSD2	control	15.1528439218802
0.00291310558349699	-29.7457321792533	0.354	0.282	1	POLR1D	control	-29.7457321792533
0.00294559724536469	-47.7002957969831	0.09	0.139	1	RNF139	control	-47.7002957969831
0.0029740300981212	-4.84443733873909	0.079	0.127	1	RSU1	control	-4.84443733873909
0.00297639098831952	-1.16793350296535	0.058	0.101	1	UBE2G1	control	-1.16793350296535
0.00297833959914614	-33.8953344319991	0.06	0.105	1	ITSN2	control	-33.8953344319991
0.00300186925253744	0.697089176215611	0.073	0.041	1	SLC2A6	control	0.697089176215611
0.00300702105011471	-1.23224537678147	0.027	0.061	1	LMBRD1	control	-1.23224537678147
0.00301236840322645	-1.25851289963125	0.038	0.075	1	TMEM55B	control	-1.25851289963125
0.00301346104351756	-17.3541810522599	0.169	0.235	1	ANXA7	control	-17.3541810522599
0.00301955061746865	-7.58406262512095	0.194	0.261	1	HNRNPU	control	-7.58406262512095
0.00302598013941421	-0.943822423784582	0.196	0.256	1	EEF1G	control	-0.943822423784582
0.00302652535436529	-1.87002423473595	0.008	0.033	1	EED	control	-1.87002423473595
0.00304209969626012	1.20913671361164	0.031	0.013	1	PTPN12	control	1.20913671361164
0.00304223509953162	-1.1146420811113	0.069	0.116	1	ALDH9A1	control	-1.1146420811113
0.00304478913921342	-2.34776129517409	0.01	0.037	1	NPDC1	control	-2.34776129517409
0.00307109449544948	-1.6155766005488	0.015	0.043	1	VPS37A	control	-1.6155766005488
0.0030733371401975	1.10488093563997	0.056	0.029	1	METTL7A	control	1.10488093563997
0.00309127731528097	-3.06341184918302	0.002	0.022	1	FAM129C	control	-3.06341184918302
0.00310949129292555	-0.860930654108191	0.065	0.109	1	ELAVL1	control	-0.860930654108191
0.00311363103805197	-1.76034092719724	0.01	0.037	1	MTFMT	control	-1.76034092719724
0.0031157634390646	-52.8208931525375	0.052	0.094	1	U2SURP	control	-52.8208931525375
0.00312248084255963	-7.32879143531516	0.073	0.041	1	OASL	control	-7.32879143531516
0.00313481356141207	-0.993071581268845	0.021	0.052	1	GTF2H1	control	-0.993071581268845
0.00315031823380297	-0.362715800082781	0.177	0.238	1	HMHA1	control	-0.362715800082781
0.00317844655650282	0.903299911421552	0.056	0.029	1	ANKFY1	control	0.903299911421552
0.00318417498956004	-60.8615674717221	0.152	0.105	1	C12ORF10	control	-60.8615674717221
0.00318842823427709	-38.3216126839592	0.056	0.099	1	MTERFD2	control	-38.3216126839592
0.00319708595379455	-15.4075548399007	0.006	0.03	1	USP20	control	-15.4075548399007
0.00320071578767911	-2.06319563230144	0.006	0.03	1	METTL4	control	-2.06319563230144
0.00320693901353721	-11.8714504480076	0.025	0.058	1	SWAP70	control	-11.8714504480076
0.00320860212144959	-1.22080646494369	0.013	0.04	1	CALU	control	-1.22080646494369
0.00321490866785708	-1.17999399878894	0.013	0.04	1	GNB5	control	-1.17999399878894
0.00322561866417858	33.8017112019292	0.019	0.006	1	EVA1B	control	33.8017112019292
0.00324755107050727	48.0887711352392	0.244	0.185	1	PFDN2	control	48.0887711352392
0.00324893018494522	7.88414106666433	0.033	0.014	1	MAFF	control	7.88414106666433
0.0032511028959456	-21.5363228334696	0.39	0.323	1	SSU72	control	-21.5363228334696
0.00325593765050471	-3.6688110106784	0.075	0.121	1	EBP	control	-3.6688110106784
0.00327340920867453	1.28552289174907	0.033	0.014	1	PPP4R1	control	1.28552289174907
0.00328013196994014	1.77562516897763	0.019	0.006	1	TTLL4	control	1.77562516897763
0.00328013196994014	1.77562516897763	0.019	0.006	1	RP11-37B2.1	control	1.77562516897763
0.00328013196994014	1.77562516897763	0.019	0.006	1	ST14	control	1.77562516897763
0.00328188163056072	-3.86697442392661	0.242	0.187	1	HSD17B10	control	-3.86697442392661
0.00328705628122059	-36.8838000580665	0.127	0.183	1	ZNHIT3	control	-36.8838000580665
0.00329152514061799	-39.7172934052564	0.129	0.184	1	LUC7L3	control	-39.7172934052564
0.00331321418714695	-10.6202601136665	0.4	0.338	1	NDUFB2	control	-10.6202601136665
0.00331732037915504	2.56805491593023	0.058	0.101	1	DTNBP1	control	2.56805491593023
0.00332395844874711	-1.33140879392559	0.027	0.061	1	MAGOHB	control	-1.33140879392559
0.00333297858563529	-12.0426174228937	0.027	0.061	1	MARCH6	control	-12.0426174228937
0.00334712183262849	30.1204728875134	0.081	0.13	1	CLPP	control	30.1204728875134
0.00335206066420635	-38.3136967777284	0.123	0.178	1	EAPP	control	-38.3136967777284
0.00338689537906877	-46.6757840982228	0.517	0.447	1	PSMB8	control	-46.6757840982228
0.0033917863287549	-1.95261552623122	0.008	0.033	1	GABPB1	control	-1.95261552623122
0.00339772604753523	-3.69362128153134	0.021	0.052	1	PRR7	control	-3.69362128153134
0.00341989312662045	1.1690785242076	0.05	0.025	1	BRD3	control	1.1690785242076
0.00344248810881172	-1.5238201798144	0.015	0.043	1	RAD51C	control	-1.5238201798144
0.00345475068784404	0.614542146971899	0.177	0.127	1	RNF114	control	0.614542146971899
0.00348738754090261	-1.67369976130301	0.019	0.049	1	GPR155	control	-1.67369976130301
0.00349113711401292	71.7704417776281	0.04	0.077	1	POLR2K	control	71.7704417776281
0.00349180617040958	-1.28329378740925	0.023	0.055	1	PDS5A	control	-1.28329378740925
0.00349716369185945	-1.12498836745827	0.008	0.033	1	PRMT7	control	-1.12498836745827
0.00349934524357677	-1.73358830719745	0.013	0.039	1	ZNF83	control	-1.73358830719745
0.00350585868953732	-2.8221769986518	0.002	0.022	1	KLHL9	control	-2.8221769986518
0.00350799824821774	-1.64676189566837	0.01	0.036	1	HIVEP2	control	-1.64676189566837
0.0035117600487044	1.01852602334276	0.035	0.015	1	TMEM150A	control	1.01852602334276
0.00356632340588511	-41.864426534504	0.056	0.1	1	MFSD10	control	-41.864426534504
0.00358280629766445	-0.74546258291443	0.021	0.052	1	SMPD1	control	-0.74546258291443
0.00358308125705256	-1.24957663716412	0.038	0.074	1	ST6GAL1	control	-1.24957663716412
0.00358660787609922	0.454024629430392	0.183	0.132	1	PSENEN	control	0.454024629430392
0.00359438684711236	-2.20895433664458	0.006	0.029	1	MAPK13	control	-2.20895433664458
0.00361133172446448	1.25151666706233	0.044	0.021	1	SUMF1	control	1.25151666706233
0.00361825828937463	-31.120854410999	0.138	0.193	1	ZNF207	control	-31.120854410999
0.00362410808157825	31.7016602547986	0.01	0.002	1	ZNF503	control	31.7016602547986
0.00362413833914295	2.45339453353237	0.01	0.002	1	EPHX1	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	IGF2BP2	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	LPP-AS2	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	RP11-326F20.5	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	BACE1	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	ANPEP	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	LDHD	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	SOX15	control	2.45339453353237
0.00362413833914295	2.45339453353237	0.01	0.002	1	CPAMD8	control	2.45339453353237
0.00364600861153614	1.56637277539172	0.023	0.008	1	CTD-2186M15.3	control	1.56637277539172
0.00364600861153614	1.56637277539172	0.023	0.008	1	GRASP	control	1.56637277539172
0.00364600861153614	1.56637277539172	0.023	0.008	1	CTC-503J8.6	control	1.56637277539172
0.00365653744798865	-0.635943001779324	0.062	0.107	1	TAF15	control	-0.635943001779324
0.00365769019716817	-29.1483448145878	0.088	0.134	1	TOB1	control	-29.1483448145878
0.00366748078881074	-2.39411122482558	0.004	0.025	1	DHRS3	control	-2.39411122482558
0.0036694322907488	0.911140709773592	0.023	0.008	1	GAB2	control	0.911140709773592
0.00367835066284651	0.516473112049639	0.16	0.113	1	ANAPC15	control	0.516473112049639
0.0036802419829749	-1.18399682251597	0.027	0.06	1	TBRG4	control	-1.18399682251597
0.00368280355088236	-33.5797915111646	0.029	0.063	1	LTV1	control	-33.5797915111646
0.00369986106826698	9.37848884776408	0.8	0.73	1	MT-ATP6	control	9.37848884776408
0.00372199834737141	-16.7300603779651	0.021	0.051	1	SMU1	control	-16.7300603779651
0.00375435668527662	-33.5205461364274	0.079	0.126	1	HP1BP3	control	-33.5205461364274
0.0037787036209788	0.866936938491222	0.042	0.019	1	MNT	control	0.866936938491222
0.00378414559089396	1.86636129714305	0.017	0.005	1	RP11-334C17.5	control	1.86636129714305
0.00378482030382489	-0.76742954980908	0.006	0.029	1	DLGAP1-AS1	control	-0.76742954980908
0.00379865804940577	-21.9987828920301	0.067	0.111	1	DPM1	control	-21.9987828920301
0.00379986658674223	-0.968435008134265	0.052	0.093	1	RASSF7	control	-0.968435008134265
0.00380779715552123	13.9541141355326	0.121	0.081	1	PIM3	control	13.9541141355326
0.00382179122092062	-1.14855733534001	0.021	0.051	1	BTN3A3	control	-1.14855733534001
0.00386286337467606	0.973359345197666	0.079	0.047	1	RAE1	control	0.973359345197666
0.0038720848262079	-33.1490077879916	0.352	0.283	1	PTPN6	control	-33.1490077879916
0.0038824694379836	-0.571154308504537	0.125	0.179	1	BLOC1S4	control	-0.571154308504537
0.0038913394904885	-0.556100587659115	0.15	0.208	1	EZR	control	-0.556100587659115
0.0038954864921688	0.708186749297911	0.09	0.055	1	IL6R	control	0.708186749297911
0.00392015092904677	7.75983914350393	0.34	0.277	1	AURKAIP1	control	7.75983914350393
0.00396289808094538	-21.1186920056699	0.056	0.03	1	JARID2	control	-21.1186920056699
0.00396878941624082	0.530245625784794	0.013	0.039	1	CHST2	control	0.530245625784794
0.00397131127594395	-2.79320639563438	0.002	0.021	1	PIGB	control	-2.79320639563438
0.00401874203965554	-23.7201206158213	0.069	0.113	1	PRPF6	control	-23.7201206158213
0.00405449034958701	-12.5230408541139	0.006	0.029	1	URGCP	control	-12.5230408541139
0.00406367069997077	-2.01967228898158	0.006	0.029	1	AC006129.2	control	-2.01967228898158
0.00409671385365758	-1.10385735945952	0.035	0.071	1	ITGB1	control	-1.10385735945952
0.00410605496046298	-1.52676910858959	0.017	0.045	1	TRIB2	control	-1.52676910858959
0.00411596056754302	-1.49105560003407	0.017	0.045	1	ZNF224	control	-1.49105560003407
0.00411728119885677	0.630045316151189	0.135	0.092	1	PQLC3	control	0.630045316151189
0.0041246750936945	-2.15462337066569	0.069	0.039	1	DOK1	control	-2.15462337066569
0.00413582104882966	-1.51679708899373	0.017	0.045	1	HIAT1	control	-1.51679708899373
0.00414716612777724	-2.30340520383148	0.004	0.025	1	DTNB	control	-2.30340520383148
0.00414716612777724	-2.30340520383148	0.004	0.025	1	TTC27	control	-2.30340520383148
0.00415337689044451	-2.23328819878426	0.004	0.025	1	HSPA13	control	-2.23328819878426
0.00416069667121405	2.0349133232071	0.015	0.004	1	LRRK1	control	2.0349133232071
0.00416417293401091	1.98985259284809	0.015	0.004	1	CCNYL1	control	1.98985259284809
0.0041651796207033	0.6507928214946	0.098	0.062	1	RIPK2	control	0.6507928214946
0.0041664650742247	-2.20688807682462	0.035	0.071	1	ARHGEF3	control	-2.20688807682462
0.00417331390775741	3.03725742112464	0.013	0.003	1	C16ORF93	control	3.03725742112464
0.00417331390775741	3.03725742112464	0.013	0.003	1	RP11-258F1.1	control	3.03725742112464
0.00418024979910867	1.05351062812134	0.052	0.027	1	VPS53	control	1.05351062812134
0.00419581737945727	2.66733845486032	0.013	0.003	1	ACPP	control	2.66733845486032
0.00419581737945727	2.66733845486032	0.013	0.003	1	LDLRAD3	control	2.66733845486032
0.00420987974661654	-9.63144647663305	0.054	0.028	1	RIT1	control	-9.63144647663305
0.00421855686559193	2.1685885538795	0.013	0.003	1	RP11-1391J7.1	control	2.1685885538795
0.00421855686559193	2.1685885538795	0.013	0.003	1	NOL3	control	2.1685885538795
0.00422608746743787	-43.9575814058493	0.013	0.003	1	CXCL10	control	-43.9575814058493
0.00424980601668311	1.29336112154996	0.031	0.013	1	SLK	control	1.29336112154996
0.00426172726297446	-47.6119460966249	0.544	0.472	1	PRR13	control	-47.6119460966249
0.00426457903167094	10.9083716778738	0.067	0.038	1	MKNK1	control	10.9083716778738
0.00426986309704966	-7.58500623807374	0.067	0.11	1	PTGER4	control	-7.58500623807374
0.00427503539699306	58.3412780417379	0.052	0.093	1	HARS	control	58.3412780417379
0.00427632467649486	-1.96555336400134	0.008	0.032	1	GSTM3	control	-1.96555336400134
0.00428098198918307	-2.00673372176017	0.013	0.038	1	ADAM28	control	-2.00673372176017
0.00428852599265343	-1.86461660923815	0.008	0.032	1	FADD	control	-1.86461660923815
0.00428852599265343	-1.86461660923815	0.008	0.032	1	PLCG1	control	-1.86461660923815
0.00429321488654365	-1.45264659549405	0.015	0.042	1	ZSCAN18	control	-1.45264659549405
0.00430939364319767	1.04214557658172	0.031	0.013	1	TRIQK	control	1.04214557658172
0.00435246262629121	0.821279802705845	0.077	0.045	1	HIF1A	control	0.821279802705845
0.00437381417007782	-1.58892446525444	0.013	0.038	1	KANSL2	control	-1.58892446525444
0.00438709763075976	-7.82095103912131	0.204	0.152	1	C7ORF50	control	-7.82095103912131
0.00439133842311563	-1.659889006262	0.01	0.035	1	CDK17	control	-1.659889006262
0.00439564132545771	-12.3274954857769	0.056	0.097	1	SERTAD1	control	-12.3274954857769
0.00440514455656167	-1.60956833584161	0.01	0.035	1	PCYT2	control	-1.60956833584161
0.00441169319912257	-9.27191673186791	0.025	0.057	1	NUDCD3	control	-9.27191673186791
0.00441271757498794	-46.8837908313275	0.133	0.188	1	ARGLU1	control	-46.8837908313275
0.00441309467755083	1.45856560398873	0.025	0.009	1	RCOR1	control	1.45856560398873
0.00442438197520548	-0.949672091989981	0.069	0.112	1	BCLAF1	control	-0.949672091989981
