from	to	Direction	Type	Pathway_name	Database_source	Conc	DB_edge_correlation	DB_edge_color	Branch	Branch_path	Signaling_protein	Global_sign	receiver_avg_log2FC	Edge_weight	weight	color	from_weight	from_logFC	from_color	to_weight	to_logFC	to_color	p_val	PAS
RAC1	NCF1	directed	process(activation)	Osteoclast_differentiation	KEGG	RAC1NCF1	1	Red	Leaf_branch_132	IFNG___IFNGR2___STAT1___TRAF2___RAC1___NCF1	Leaf	1	16.6333100890675	0.0273877758234138	0.0273877758234138	Red	-15.1440564852218	-15.1440564852218	Blue	16.6333100890675	16.6333100890675	Red	0.033	0.402664947829438
TNF	TNFRSF1A	directed	process(activation)	Osteoclast_differentiation	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.034	0.638553889105578
TNFRSF1A	TRAF2	directed	process(activation)	Osteoclast_differentiation	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.034	0.638553889105578
TRAF2	GAB2	directed	process(binding/association)	Osteoclast_differentiation	KEGG	TRAF2GAB2	1	Green	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Signaling	1	0.911140709773592	0.0602167095542816	0.0602167095542816	Green	-0.798803911298352	-0.798803911298352	Blue	0.911140709773592	0.911140709773592	Red	0.034	0.638553889105578
GAB2	PLCG2	directed	process(binding/association)	Osteoclast_differentiation	KEGG	GAB2PLCG2	1	Green	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Signaling	1	0	0.0319703360317765	0.0319703360317765	Green	0.911140709773592	0.911140709773592	Red	0	0	Grey	0.034	0.638553889105578
PLCG2	CHP1	directed	process(activation)	Osteoclast_differentiation	KEGG	PLCG2CHP1	1	Red	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Signaling	1	1.17609592777725	0.0204868645365328	0.0204868645365328	Red	0	0	Grey	1.17609592777725	1.17609592777725	Red	0.034	0.638553889105578
CHP1	CAMK4	undirected	process(indirect)	Osteoclast_differentiation	KEGG	CHP1CAMK4	0.5	Green	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Signaling	1	-1.82387046920465	0.0169359505904919	0.0169359505904919	Green	1.17609592777725	1.17609592777725	Red	-1.82387046920465	-1.82387046920465	Blue	0.034	0.638553889105578
CAMK4	CREB1	directed	process(activation)	Osteoclast_differentiation	KEGG	CAMK4CREB1	1	Red	Leaf_branch_145	TNF___TNFRSF1A___TRAF2___GAB2___PLCG2___CHP1___CAMK4___CREB1	Leaf	1	-0.818469469641488	0.0329327881660309	0.0329327881660309	Red	-1.82387046920465	-1.82387046920465	Blue	-0.818469469641488	-0.818469469641488	Blue	0.034	0.638553889105578
TNF	TNFRSF1A	directed	process(activation)	Osteoclast_differentiation	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___FYN___PIK3R5___AKT2	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.038	0.455242551072246
TNFRSF1A	TRAF2	directed	process(activation)	Osteoclast_differentiation	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___FYN___PIK3R5___AKT2	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.038	0.455242551072246
TRAF2	FYN	directed	process(binding/association)	Osteoclast_differentiation	KEGG	TRAF2FYN	1	Green	Leaf_branch_144	TNF___TNFRSF1A___TRAF2___FYN___PIK3R5___AKT2	Signaling	1	-1.00468125600138	0.0227144706368248	0.0227144706368248	Green	-0.798803911298352	-0.798803911298352	Blue	-1.00468125600138	-1.00468125600138	Blue	0.038	0.455242551072246
