from	to	Direction	Type	Pathway_name	Database_source	Conc	DB_edge_correlation	DB_edge_color	Branch	Branch_path	Signaling_protein	Global_sign	receiver_avg_log2FC	Edge_weight	weight	color	from_weight	from_logFC	from_color	to_weight	to_logFC	to_color	p_val	PAS
TNFRSF1A	TRAF2	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_50	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___FLNB	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.032	0.505900622563317
TRAF2	MAP3K1	directed	process(activation)	MAPK_signaling_pathway	KEGG	TRAF2MAP3K1	1	Red	Leaf_branch_50	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___FLNB	Signaling	1	-0.450521220698651	0.0319703360317765	0.0319703360317765	Red	-0.798803911298352	-0.798803911298352	Blue	-0.450521220698651	-0.450521220698651	Blue	0.032	0.505900622563317
MAP3K1	MAP2K4	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP3K1MAP2K4	1	Red	Leaf_branch_50	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___FLNB	Signaling	1	0.336873974669855	0.0289182278600246	0.0289182278600246	Red	-0.450521220698651	-0.450521220698651	Blue	0.336873974669855	0.336873974669855	Red	0.032	0.505900622563317
MAP2K4	FLNB	directed	process(binding/association)	MAPK_signaling_pathway	KEGG	MAP2K4FLNB	1	Green	Leaf_branch_50	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___FLNB	Leaf	1	-0.563667021720353	0.0187715307943322	0.0187715307943322	Green	0.336873974669855	0.336873974669855	Red	-0.563667021720353	-0.563667021720353	Blue	0.032	0.505900622563317
TNF	TNFRSF1A	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_34	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___NFKB1	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.033	0.386935034816683
TNFRSF1A	TRAF2	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_34	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___NFKB1	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.033	0.386935034816683
TRAF2	MAP3K1	directed	process(activation)	MAPK_signaling_pathway	KEGG	TRAF2MAP3K1	1	Red	Leaf_branch_34	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___NFKB1	Signaling	1	-0.450521220698651	0.0319703360317765	0.0319703360317765	Red	-0.798803911298352	-0.798803911298352	Blue	-0.450521220698651	-0.450521220698651	Blue	0.033	0.386935034816683
MAP3K1	CHUK	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP3K1CHUK	1	Red	Leaf_branch_34	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___NFKB1	Signaling	1	-0.952984628484161	0.0171179373759446	0.0171179373759446	Red	-0.450521220698651	-0.450521220698651	Blue	-0.952984628484161	-0.952984628484161	Blue	0.033	0.386935034816683
CHUK	NFKB1	directed	process(indirect_effect)	MAPK_signaling_pathway	KEGG	CHUKNFKB1	0.25	Green	Leaf_branch_34	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___NFKB1	Leaf	1	-0.339303675079845	0.00956871517275185	0.00956871517275185	Green	-0.952984628484161	-0.952984628484161	Blue	-0.339303675079845	-0.339303675079845	Blue	0.033	0.386935034816683
TNF	TNFRSF1A	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_46	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___CRKL	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.035	0.645608724879225
TNFRSF1A	TRAF2	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_46	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___CRKL	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.035	0.645608724879225
TRAF2	MAP3K1	directed	process(activation)	MAPK_signaling_pathway	KEGG	TRAF2MAP3K1	1	Red	Leaf_branch_46	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___CRKL	Signaling	1	-0.450521220698651	0.0319703360317765	0.0319703360317765	Red	-0.798803911298352	-0.798803911298352	Blue	-0.450521220698651	-0.450521220698651	Blue	0.035	0.645608724879225
MAP3K1	MAP2K4	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP3K1MAP2K4	1	Red	Leaf_branch_46	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___CRKL	Signaling	1	0.336873974669855	0.0289182278600246	0.0289182278600246	Red	-0.450521220698651	-0.450521220698651	Blue	0.336873974669855	0.336873974669855	Red	0.035	0.645608724879225
MAP2K4	CRKL	directed	process(binding/association)	MAPK_signaling_pathway	KEGG	MAP2K4CRKL	1	Green	Leaf_branch_46	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___CRKL	Leaf	1	0.212256874971051	0.0436417842249179	0.0436417842249179	Green	0.336873974669855	0.336873974669855	Red	0.212256874971051	0.212256874971051	Red	0.035	0.645608724879225
TNF	TNFRSF1A	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_40	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___TP53	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.037	1.12951218269906
TNFRSF1A	TRAF2	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_40	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___TP53	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.037	1.12951218269906
TRAF2	MAP3K1	directed	process(activation)	MAPK_signaling_pathway	KEGG	TRAF2MAP3K1	1	Red	Leaf_branch_40	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___TP53	Signaling	1	-0.450521220698651	0.0319703360317765	0.0319703360317765	Red	-0.798803911298352	-0.798803911298352	Blue	-0.450521220698651	-0.450521220698651	Blue	0.037	1.12951218269906
MAP3K1	MAP2K4	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP3K1MAP2K4	1	Red	Leaf_branch_40	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___TP53	Signaling	1	0.336873974669855	0.0289182278600246	0.0289182278600246	Red	-0.450521220698651	-0.450521220698651	Blue	0.336873974669855	0.336873974669855	Red	0.037	1.12951218269906
MAP2K4	MAPK8	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP2K4MAPK8	1	Red	Leaf_branch_40	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___TP53	Signaling	1	-0.836359057797116	0.17878359070118	0.17878359070118	Red	0.336873974669855	0.336873974669855	Red	-0.836359057797116	-0.836359057797116	Blue	0.037	1.12951218269906
MAPK8	TP53	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAPK8TP53	1	Red	Leaf_branch_40	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___TP53	Leaf	1	0.481687323977335	0.0293022790479225	0.0293022790479225	Red	-0.836359057797116	-0.836359057797116	Blue	0.481687323977335	0.481687323977335	Red	0.037	1.12951218269906
TNF	TNFRSF1A	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_33	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___NFATC2	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.044	0.941068987502137
TNFRSF1A	TRAF2	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_33	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___NFATC2	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.044	0.941068987502137
TRAF2	MAP3K1	directed	process(activation)	MAPK_signaling_pathway	KEGG	TRAF2MAP3K1	1	Red	Leaf_branch_33	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___NFATC2	Signaling	1	-0.450521220698651	0.0319703360317765	0.0319703360317765	Red	-0.798803911298352	-0.798803911298352	Blue	-0.450521220698651	-0.450521220698651	Blue	0.044	0.941068987502137
MAP3K1	MAP2K4	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP3K1MAP2K4	1	Red	Leaf_branch_33	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___NFATC2	Signaling	1	0.336873974669855	0.0289182278600246	0.0289182278600246	Red	-0.450521220698651	-0.450521220698651	Blue	0.336873974669855	0.336873974669855	Red	0.044	0.941068987502137
MAP2K4	MAPK8	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP2K4MAPK8	1	Red	Leaf_branch_33	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___NFATC2	Signaling	1	-0.836359057797116	0.17878359070118	0.17878359070118	Red	0.336873974669855	0.336873974669855	Red	-0.836359057797116	-0.836359057797116	Blue	0.044	0.941068987502137
MAPK8	NFATC2	directed	process(inhibition)	MAPK_signaling_pathway	KEGG	MAPK8NFATC2	-1	Blue	Leaf_branch_33	TNF___TNFRSF1A___TRAF2___MAP3K1___MAP2K4___MAPK8___NFATC2	Leaf	-1	-2.53062858595004	-0.0202969922320282	-0.0202969922320282	Blue	-0.836359057797116	-0.836359057797116	Blue	-2.53062858595004	-2.53062858595004	Blue	0.044	0.941068987502137
TNF	TNFRSF1A	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFTNFRSF1A	1	Red	Leaf_branch_35	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___RELB	Ligand	1	41.113067856744	0.0452752996305479	0.0452752996305479	Red	0.635126428864221	0.635126428864221	Red	41.113067856744	41.113067856744	Red	0.044	0.280529153108072
TNFRSF1A	TRAF2	directed	process(activation)	MAPK_signaling_pathway	KEGG	TNFRSF1ATRAF2	1	Red	Leaf_branch_35	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___RELB	Receptor	1	-0.798803911298352	0.0202969922320282	0.0202969922320282	Red	41.113067856744	41.113067856744	Red	-0.798803911298352	-0.798803911298352	Blue	0.044	0.280529153108072
TRAF2	MAP3K1	directed	process(activation)	MAPK_signaling_pathway	KEGG	TRAF2MAP3K1	1	Red	Leaf_branch_35	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___RELB	Signaling	1	-0.450521220698651	0.0319703360317765	0.0319703360317765	Red	-0.798803911298352	-0.798803911298352	Blue	-0.450521220698651	-0.450521220698651	Blue	0.044	0.280529153108072
MAP3K1	CHUK	directed	process(phosphorylation)	MAPK_signaling_pathway	KEGG	MAP3K1CHUK	1	Red	Leaf_branch_35	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___RELB	Signaling	1	-0.952984628484161	0.0171179373759446	0.0171179373759446	Red	-0.450521220698651	-0.450521220698651	Blue	-0.952984628484161	-0.952984628484161	Blue	0.044	0.280529153108072
CHUK	RELB	directed	process(indirect_effect)	MAPK_signaling_pathway	KEGG	CHUKRELB	0.25	Green	Leaf_branch_35	TNF___TNFRSF1A___TRAF2___MAP3K1___CHUK___RELB	Leaf	1	-58.8081036226701	0.00240204226461588	0.00240204226461588	Green	-0.952984628484161	-0.952984628484161	Blue	-58.8081036226701	-58.8081036226701	Blue	0.044	0.280529153108072
